"priref","term","termbeschrijving"
"98047","technologie en aanverwante begrippen (guideterm)",""
"98048","multidisciplinair begrip","Concepten die in meer dan één vakgebied voorkomen."
"98049","computerbestandsindeling",""
"98050","vormkenmerk","Kenmerken en eigenschappen van vorm."
"98051","economisch begrip","Sociaal-wetenschappelijke begrippen met betrekking tot economie."
"98052","sociologisch begrip","Begrippen die te maken hebben met de studie van de menselijke samenleving."
"98053","begrippen uit de sociale en economische geografie (guideterm)",""
"98054","collectiebeheersactiviteit",""
"98055","vervoer en aanverwante begrippen (guideterm)",""
"98056","personen in militaire beroepen (guideterm)",""
"98057","personen in de handel en zakenwereld (guideterm)",""
"98058","zakenpersoon","Zij die zich beroepsmatig bezig houden met de handel."
"98059","personen naar leeftijdsgroep (guideterm)",""
"98060","volwassene","Mensen die volgroeid en ontwikkeld zijn, gewoonlijk gerekend vanaf 18 jaar."
"98061","personen naar gender of geslacht (guideterm)",""
"98063","personen in beveiligings- en beschermingsberoepen (guideterm)",""
"98064","personen in interdisciplinaire vakgebieden (guideterm)",""
"98065","personen in de bouwtechniek, bouwhandel en planning (guideterm)",""
"98066","personen in ambachten en beroepen (guideterm)",""
"98068","personen in de humanoria (guideterm)","Mensen die actief zijn op het gebied van de geesteswetenschappen."
"98069","maker","Te gebruiken voor personen die zelf voorwerpen creëren of construeren, voornamelijk als beroep of vak. Gebruik 'fabrikanten' voor industriëlen die een fabriek bezitten of leiden. Gebruik 'vakmensen' voor personen die een beroep of vak uitoefenen dat te maken heeft met handvaardigheid of artistieke vaardigheid."
"98070","personen naar ideologie, filosofie of politieke activiteit (guideterm)",""
"98071","christelijke orde",""
"98073","personen in de uitvoerende kunsten (guideterm)",""
"98075","commedia dell'arte","Italiaanse komedie uit de 16e tot de 18e eeuw opgevoerd door toneelgezelschappen die speciaal waren getraind om dialogen, gebaren en bewegingen te improviseren vanuit een geschreven plot met standaard situaties en stereotypen."
"98088","archief (instelling)","Instellingen die niet-actieve openbare documenten of andere belangrijke historische documenten bewaren, onderhouden en verzorgen en die als een georganiseerd geheel zijn geordend. De documenten in een archief zijn ontvangen of ontstaan in verband met de activiteiten van een organisatie, instelling of individu, en worden bewaard vanwege hun blijvende waarde."
"98092","activiteit op/in het water",""
"98093","wetenschappelijk onderzoek","Het uitvoeren van een zorgvuldig en systematisch onderzoek naar een onderwerp of een vraagstuk, vooral om feiten en theorieën te ontdekken of te herzien."
"98097","werken","Werk of arbeid uitvoeren, in het bijzonder wanneer men hiervoor wordt betaald."
"98098","bijbaan","Baan die iemand naast zijn primaire baan neemt om zijn inkomen aan te vullen."
"98101","strafwerktuig","Instrumenten of apparatuur die worden gebruikt om te straffen of in bedwang te houden."
"98102","bloedsport","Sporten of wedstrijden waarin bloed vergoten wordt. Voorbeelden zijn de jacht, hanengevechten, stierengevechten en oude gladiatorenspelen."
"98105","genres in de literatuur en uitvoerende kunsten (guideterm)",""
"98106","genres in de beeldende kunsten (guideterm)",""
"98107","dierensatire",""
"98108","genres in de literatuur (guideterm)","Hieronder vallen alle werken waarin de ideeën in een speciale vorm worden gegoten, alsmede de werken die zodanig zijn opgebouwd dat ze als literatuur kunnen worden beschouwd."
"98109","genres in de uitvoerende kunsten (guideterm)",""
"98111","grootte/afmetingen",""
"98118","water (klassiek element)",""
"98119","lucht (materiaal)","Een mengsel van gassen dat de atmosfeer van de aarde vormt; wordt over het algemeen beschouwd als datgene dat noodzakelijk is voor het overleven van dieren en planten die op het land leven."
"98120","aarde (grond)","Refereert aan grond als bouwmateriaal."
"98121","personage (persoon naar activiteit)","Personen die een rol hebben in een verhaal of toneelstuk. Gebruik 'acteurs' voor uitvoerend kunstenaars die rollen spelen. Gebruik 'hoofdpersonen' voor de belangrijkste personages in een verhaal of bij uitvoerende kunsten."
"98122","legendarisch personage","Personages uit legenden en verhalen, al dan niet gebaseerd op iemand die werkelijk heeft bestaan."
"98126","religieuze functie",""
"98127","religieuze gebeurtenis",""
"98128","onderhandeling","Het trachten tot overeenstemming te komen door middel van discussies."
"98130","overkleding","Kledingstukken die over andere kleding worden gedragen als buitenste laag, vooral wanneer ze worden gedragen voor de warmte of ter bescherming tegen het weer. Gebruik termen vermeld onder 'beschermende kleding' voor kleding die wordt gedragen ter bescherming tegen vuil of gevaar."
"98131","kleding naar drager (guideterm)",""
"98132","bovenkleding","Belangrijkste kledinglaag, met uitzondering van de accessoires."
"98133","tuniek","Eenvoudige instap-kledingstukken met of zonder mouwen, meestal tot aan de knieën en met een riem rond het middel worden gebonden; vooral die gedragen werden door mannen en vrouwen in het oude Griekenland en Rome. Ook kledingstukken van de hals tot de taille of langer, meestal met een hoge boord en gedragen over andere kledingstukken."
"98134","verkleedkleding","Kledij en attributen die kinderen en volwassenen dragen om zich te verkleden als een ander personage, figuur, dier of persoon."
"98135","dracht (cultuurgerelateerd begrip)","Manier van kleden die bepaald wordt door gewoonte of etiquette, voor bepaalde gelegenheden of tijdstippen van de dag."
"98136","nationale dracht","Drachten die worden geassocieerd met een cultuur, of die wordt bepaald door, of is vernoemd, naar een nationaliteit."
"98151","physionotrace (appparaat)","Voorbeelden van een instrument dat is uitgevonden door Gilles-Louis Chrétien (1754-1811) voor het maken van profielportretten, doordat de contouren van de schaduw van het model konden worden gevolgd."
"98152","zitkamer","Kamers met een privé-karakter, bedoeld om in te zitten, gasten te ontvangen en te verpozen. Gebruik 'salons' voor grotere en officiëlere zitruimten."
"98153","piketpaalhek","Hekken die worden gevormd door een serie verticale palen, staken of stangen, soms met bovenaan een punt, die verbonden worden door horizontale dwarsbalken."
"98156","toren (deel van een gebouw)","Delen van gebouwen die aanmerkelijk hoger zijn dan breed en lang, met een ander bouwwerk verbonden, en die zich hoog hierboven en boven de omgevende bebouwing verheffen.Gebruik 'torens (gebouwen)' voor soortgelijke vrijstaande bouwwerken."
"98157","perspectief en schakeringstechnieken (guideterm)",""
"98158","beeldende werken naar vorm (guideterm)","Termen voor beeldende werken, die vooral de vormen of wijzen van uitbeelden van die werken tot uitdrukking brengen."
"98159","beeldende werken naar functie (guideterm)",""
"98160","beeldende werken naar medium of techniek (guideterm)",""
"98161","beeldende werken naar onderwerp (guideterm)",""
"98162","onderdeel van beeldend werk","Delen of onderdelen van visuele werken."
"98163","verflaag","Wordt gebruikt voor de lagen in een schilderij, gewoonlijk in een olieverf schilderij, die zich tussen de grond- of verflaag en een eventuele beschermlaag bevindt."
"98164","toegepaste decoratie","Te gebruiken voor decoratieve vormen die zijn bevestigd aan de buitenzijde van een object nadat het object is gevormd."
"98165","beeldende werken naar locatie of context (guideterm)",""
"98166","bas-reliëf (beeldhouwwerk)","Beeldhouwwerken uitgevoerd in relatief laag reliëf."
"98167","medaillon (ornamenteel vlak)","Ronde of ovale omlijstingen die figuren of ornamentele motieven bevatten. Gebruik 'medaillons (muuronderdelen)' voor gelijksoortige muuronderdelen."
"98168","ontwerpelement","Fundamentele ideeën en componenten of onderdelen die waarneembaar zijn in een visueel ontwerp of kunstwerk, zoals onder andere lijnen, punten, beweging, vormen, ruimtes, kleuren, texturen en patronen."
"98169","ornamenteel vlak","Delen van een ontwerp die gereserveerd zijn voor ornamenten, zoals decoraties en versieringen."
"98170","medaillon (muuronderdeel)","Ronde decoratieve muuronderdelen, gebeeldhouwd of op een andere manier bewerkt. Gebruik voor gelijksoortige motieven in niet-architectonische context 'medaillons (ornamentgebieden)'."
"98171","architecturaal beeldhouwwerk","Algemene term voor beeldhouwwerk dat is gesneden uit of aangebracht op oppervlakken van architecturale elementen, meestal aan de buitenkant."
"98172","wandsculptuur","Beeldhouwwerken vanaf het midden van de 20e eeuw die tegen een muur zijn aangebracht."
"98173","natuurlijk beeldend werk","Beeldmateriaal dat direct van de natuur is afgeleid, onder meer voormalige levende organismen en anorganische objecten, en die zodanig zijn verwerkt, geprepareerd, of veranderd dat het uiterlijk van het natuurlijke object of levende organisme behouden blijft of slechts minimaal wordt veranderd. Zie de specifieke term in de hiërarchie 'Materialen' voor natuurlijke materialen."
"98175","resten (objectgenre)","Verwijst in algemene zin naar stoffen van organische oorsprong die volledig of deels bewaard zijn gebleven, veelal in de aarde, in een conserveerde of gefossiliseerde vorm. Verwijst in specifieke zin naar datgene wat overblijft van een persoon of nader als het leven daaruit is geweken, met inbegrip van het dode lichaam of de delen daarvan."
"98176","reclamekunstenaar","Kunstenaars die zich toespitsen op het maken van marketing voor producten en andere verkoopwaren, in de vorm van typografie, reclameteksten, verpakkingen, tv-spotjes, mailings en andere beeldmateriaal dat hoofdzakelijk of geheel op verkoop gericht is, waaronder ook ontwerpen voor op internet of sociale media."
"98178","tekenen en tekentechnieken (guideterm)",""
"98180","onderdeel van informatievorm","Delen of onderdelen van informatievormen."
"98181","dwarsdoorsnede (beeldend werk)","Orthografische afbeeldingen die een gebouw, object of locatie afbeelden alsof ze dwars zijn gesneden."
"98182","kruis (motief)","Te gebruiken om motieven bestaande uit twee snijlijnen of balken te beschrijven, met veel variatie in de vormen van de armen. Gebruik 'kruisen (beeldende werken)' voor kruisvormige structuren of voorwerpen, vooral wanneer die zijn gebruikt als christelijke symbolen."
"98184","glasschildering","Schilderingen op de voorkant of de achterkant van glas, al dan niet of de verf vervolgens gebakken wordt op het glas. Geschilderde glazen spiegels en andere glasdecoratie, en geschilderde werken op dezelfde manier geschilderd op doek of houten panelen zijn bekend sinds de oudheid. In de context van glas in lood ramen en panelen, verwijst het naar delen van de afbeelding die zijn geschilderd op glas (vaak gebrandschilderd), in het bijzonder de kleinere details."
"98185","olieverfschildering","Schilderingen in olieverf."
"98186","paneelschildering","Verwijst doorgaans naar schilderingen op houten dragers, waaronder ook kleinere draagbare schilderingen en middelgrote schilderingen vallen zoals altaarstukken, waarbij verschillende houten planken zijn samengevoegd om een groter paneel te vormen. De term wordt dikwijls gebruikt om specifiek te verwijzen naar schilderingen op een houten drager in de westerse kunst, die doorgaans dateren uit het oude Griekenland en Rome tot in de renaissance. Pas daarna werd canvas standaard als drager gebruikt voor schilderingen in deze formaten. Bij het vervaardigen van Griekse en Russisch-orthodoxe iconen zijn paneelschilderingen nog steeds heel gebruikelijk."
"98187","keramiek (objectgenre)","Verwijst in het algemeen naar artikelen van keramiek, dat wil zeggen van een hard, breekbaar, hittebestendig en corrosiebestendig materiaal zoals klei, dat eerst wordt gevormd en vervolgens bij hoge temperatuur wordt gebakken."
"98188","staat (creatief stadium)","Te gebruiken voor de afwijkende ontwikkelingsstadia in grafische en tekstuele werken."
"98190","houtsnede (drukprocedé)","Reliëfprocédé waarbij het ontwerp in de afgewerkte kant van een blok hout wordt gesneden en van daar wordt gedrukt; verschilt van 'houtgraveren', waarbij de kopse kant van een blok hout wordt gebruikt."
"98191","vernis mou (drukprocedé)","ordt gebruikt voor het drukprocédé waarbij de ondergrond wordt gemengd met een zachte substantie, zoals talk, zodat geruwde lijnen en delen waar in de plaat is geëtst, achterblijven. Soms wordt er papier op de gegronde plaat gelegd, waarop getekend wordt, om de ondergrond te verwijderen."
"98193","invloed, Duchamp",""
"98194","aquatint (prent)","Druck, der von einer Zeichnung hergestellt wurde, die durch das Aquatintaverfahren geschaffen wurde, bei dem eine Druckplatte mit einer Beschichtung bedeckt wird und mit Säure so geätzt wird, dass eine Vielfalt von Tonwerten geschaffen wird, oft mit Linienarbeit kombiniert. Die hierdurch entstandene Grafik ähnelt einem Aquarell."
"98196","digitale foto","Foto's gemaakt met een digitale camera, die stilstaande of bewegende beelden via een elektronische sensor verwerft en deze als digitale informatie op een geheugenapparaat opslaat."
"98200","heraldische wapens en onderdelen van heraldische wapens (guideterm)",""
"98201","monotype (procedé)","Drukprocédé waarbij een afbeelding op een plaat wordt geschilderd en dan wordt gedrukt."
"98203","grafische documentsoort",""
"98204","schilderen en schildertechnieken (guideterm)",""
"98205","pointillisme (stijl)",""
"98206","papiermaker",""
"98207","zitter","Personen die model staan voor portretten."
"98209","additieve- en verbindingsprocedés en -technieken (guideterm)",""
"98210","lakken","Het oppervlak van iets, zoals een meubelstuk of klein voorwerp, bedekken met lak, waarmee vaak dessins of afbeeldingen worden aangebracht."
"98214","afwerkings- en herafwerkingsprocedés (guideterm)",""
"98215","schoenpoetser","Iemand die beroepsmatig schoenen poetst."
"98218","subtractieve procedés en technieken (guideterm)",""
"98222","objectvervaardigingsprocedés en -technieken (guideterm)",""
"98227","techniek met betrekking tot temperatuur",""
"98229","analyse- en testtechniek",""
"98231","vormen (fysieke activiteit)","Vorm geven, kneden of modelleren in een bepaalde staat of toestand."
"98232","tekentechniek",""
"98234","oppervlaktebedekkingsprocedés en -technieken (guideterm)",""
"98238","pottenbakkerstechniek",""
"98242","glasbewerking en glasbewerkingsprocedés en -technieken (guideterm)",""
"98244","houtbewerken en houtbewerkingsprocedés (guideterm)",""
"98245","overdragen en overdrachttechnieken (guideterm)",""
"98246","wijzigen","Wordt gebruikt voor het veranderen van een bijzonder kenmerk van iets, zoals de omvang, de afmetingen, de loop, de inrichting of de helling, zonder dat het in iets anders veranderd. Gebruik 'wijzigingen' voor de aanpassingen zelf."
"98247","fysico-chemisch procedé","Hieronder vallen aanduidingen voor procédés die fysische en/of chemische veranderingen binnen een materiaal of object veroorzaken."
"98248","exploratie- en onderzoekstechnieken (guideterm)",""
"98249","natuurhistorisch specimen","Zoölogische, botanische of mineralogische monsters die zijn genomen als wetenschappelijk onderzoeksobject of om tentoongesteld te worden."
"98250","kantwerken (textielprocedé)","Verwijst naar het procedé van het vervaardigen van kant: textielwerk gemaakt van draad, dat bestaat uit een basis van gaas, met patronen die in het maaswerk zijn genaaid of erop zijn geborduurd."
"98252","papierbewerkingstechnieken (guideterm)",""
"98253","stabiliseren",""
"98254","ophangen (ondersteunen)","Verwijst naar de mechanica en de esthetiek van het ophangen van textiel, schilderijen en andere objecten die worden tentoongesteld."
"98256","typografie en typografische procedés en technieken (guideterm)",""
"98257","lithografie (afdruk)","Vlakdrukken gemaakt met behulp van een stenen drukvorm, die met vette materialen en arabische gom is bewerkt, waarna de drukinkt alleen hecht op de vette delen."
"98258","zinkografie (drukprocedé)","Kan algemeen worden gebruikt voor procédés voor het prepareren van een drukvlak op een zinkplaat, hetzij voor lithografie, hetzij geëtst voor boekdruk. Gebruik waar mogelijk twee uitdrukkingen: de term voor het specifieke procédé, zoals 'lithografie' gecombineerd met 'zink' en dat aangevuld met 'drukplaten'."
"98259","stippelgravure","Gravures met een voorstelling die niet uit lijnen maar uit puntjes is opgebouwd; de driehoekige puntjes zijn gestoken met de burijn."
"98260","mezzotint (afdruk)","Prenten met een grotendeels donkere achtergrond, waarin lichtere partijen zijn uitgespaard, vervaardigd door de metalen, doorgaans koperen, plaat te bewerken met roulette of wiegijzer en vervolgens met schrapers en polijststalen sommige putjes weer te dichten."
"98261","linoleumdruk (techniek)","Drukprocédé waarbij gebruik wordt gemaakt van linoleum aangebracht op een blok hout als drukvlak."
"98265","beschermende kleding","Kledingstukken die worden gedragen ter bescherming tegen vuil of gevaar. Gebruik 'overkleding' of een specifiekere term hiervan voor kledingstukken die worden gedragen ter bescherming tegen het weer."
"98266","ceremoniële kleding","Kleding of andere uitdossing die een voornamelijk ceremoniele of rituele functie heeft."
"98268","funeraire houder",""
"98270","overjas (overkleding)","Jassen die over een pak of andere bovenkleding worden gedragen; wordt vooral gebruikt voor jassen die bij koud weer worden gedragen."
"98271","stof (textiel)","Textiel die is geweven, gevilt, gebreid, geknoopt, gevlochten, getwijnd, geklopt of op een andere manier tot een plat stuk gemaakt. Gebruik `garen' voor textiel in de vorm van doorlopende lange draden van fijne vezels door die te winden, te spinnen, te vlechten of te twisten."
"98272","jasje","Bovenkleding voor het bovenlichaam, met mouwen en opening aan de voorzijde; in verschillende vormen en lengten en apart of als deel van een pak te dragen. Gebruik in het Nederlands bij voorkeur een meer specifieke term."
"98275","piraterij",""
"98278","werk (algemeen, creatief)","Objecten, voorstellingen of schriftelijke of intellectuele verzamelingen die creatief worden geacht en waarvoor inspanning of arbeid nodig is."
"98279","afgeleid object",""
"98280","kopie (afgeleid object)","Wordt gebruikt voor objecten die zijn afgeleid van of moeten lijken op originele, bestaande objecten. Suggereert een minder precieze en getrouwe imitatie dan de term 'reproducties'. Gebruik de term 'vervalsingen (1)' of 'vervalsingen (2)' wanneer het de opzet is om met de kopie personen te misleiden. Gebruik de termen 'replica's' of 'versies' wanneer meer dan één gelijksoortig werk wordt geproduceerd door dezelfde maker."
"98281","reproductie (kopiëren)","Het proces waarbij replica's of kopieën worden gemaakt van kunstafbeeldingen, kunstobjecten, decoratieve kunstwerken, gebouwde werken of andere afbeeldingen of objecten met een bepaalde waarde, zonder daarbij bedrog te willen plegen."
"98282","navigatiehulpmiddel","Kunstmatige objecten als boeien, vuurtorens, lichtschepen, Loran en andere elektronische systemen waarmee zeevaarders een veilige koers kunnen bepalen."
"98283","embleem (onderscheidingsteken)","Meestal afbeeldingen, ontwerpen, motto's, of een combinatie daarvan, die individuen, groepen en soms bedrijven als onderscheidingsteken gebruiken, en die vaak bedoeld zijn om een bepaalde afkomst of kwaliteit over te brengen. Zie 'logo's' voor emblemen die in hoofdzaak uit een symbool of een afbeelding bestaan, vaak als handelsmerk worden gebruikt en zijn ontworpen om een product, bedrijf of organisatie snel te herkennen. Zie 'insignes (emblemen)' voor emblemen die specifiek aangeven dat een persoon of object tot een groep of organisatie behoort, waaruit soms ook rang of functie blijkt."
"98284","insigne (embleem)","Alle soorten middelen die aangeven dat een persoon of object tot een groep of organisatie behoort, en die soms ook een rang of functie aangeven. Gebruik ‘logo’s’ voor grafische symbolen of afbeeldingen die zijn ontworpen om een product, firma of organisatie snel te kunnen herkennen. Soms fungeren logo's ook als handelsmerk."
"98285","Johanniter Orde in Nederland",""
"98286","prijs (gewonnen object)","Dingen die aangeboden worden voor een wedstrijd, prijsvraag, etc, of soms toevallig worden gewonnen; het kunnen objecten, privileges, geldbedragen, eerbewijzen of symbolische voorwerpen zijn."
"98287","interieurinrichtingsonderdeel",""
"98292","verwarmingstoestel","bjecten, apparaten en benodigdheden die worden gebruikt om warmte te produceren of toe te voegen om de temperatuur van een object, materiaal of omgeving te verhogen."
"98294","landvoertuig","Voertuigen voor gebruik over land."
"98295","voertuig met glijders","Landvoertuigen die voorzien zijn van glijders."
"98296","wagen","Zwaargebouwde voertuigen met vier wielen die oorspronkelijk werden ontworpen voor het vervoer van grote hoeveelheden koopwaar en zware vrachten, vooral in agrarisch en commercieel verband; het zijn meestal dozen op een loopwerk, steviger dan karren; bekend sinds het derde millennium v.C. Begin 19e eeuw werden sommige varianten aangepast voor vervoer van passagiers."
"98297","lucht- en ruimtevaartvervoermiddel","Voertuigen voor het vervoer van mensen of voorwerpen boven het land, hetzij in de aardatmosfeer, hetzij buiten de atmosfeer en in de ruimte."
"98298","geleid voertuig","Voertuigen die zich voortbewegen door of over goten, sporen of groeven."
"98299","papierwerk (beeldend werk)",""
"98301","houderonderdeel","Onderdelen of bestanddelen van houders."
"98303","naaldwerk (beeldend werk)","Verwijst naar werken die worden uitgevoerd met een of meer naalden en draad, garen of koord. De term verwijst in het algemeen naar handwerk. Naaldwerk omvat naaiwerk, borduurwerk, breiwerk, en andere vormen van handwerken. Tot de 20ste eeuw was ‘naaien’ de meest beoefende vorm van naaldwerk in westerse culturen. De meeste meisjes en vrouwen leerden de basisbeginselen van naaien en breien, die zij gebruikten voor het maken van kleding en de afwerking van huishoudtextiel. Sinds de opkomst van het machinaal naaien beperkt het handnaaldwerk zich vaak tot decoratief werk."
"98304","funerair object","Wordt algemeen gebruikt voor voorwerpen die worden geassocieerd met of gebruikt bij rituelen met betrekking tot begraven en cremeren. Soms is de definitie ervan beperkter en duidt dan alleen op de voorwerpen die bij een menselijk stoffelijk overschot worden geplaatst op het moment van sterven of daarna, als deel van een overlijdensrite of ceremonie."
"98306","textielonderdeel",""
"98307","studeren","Het verwerven van kennis door middel van boeken, observaties of experimenten."
"98308","cartografisch document","Materialen die, op welke schaal dan ook, geheel of gedeeltelijk de aarde of andere hemellichamen weergeven."
"98309","diepdruk (prent)","Prenten waarbij de lijnen en vlakken die afgedrukt zijn verdiept in de drukvorm liggen."
"98310","staalgraveren","Drukprocédé waarbij wordt gegraveerd met behulp van stalen platen of met koperen platen met een stalen bovenzijde; kwam aan het begin van de 19e eeuw als vervanging voor het kopergraveren met de minder duurzame koperplaten. Gebruik 'siderografie' voor het graveren van staalplaten bestemd voor de produktie van documenten, zoals bankbiljetten."
"98311","kopergraveren","Graveerprocédé voor drukken met behulp van koperplaten; vanaf het begin van de 19e eeuw kwam hiervoor het graveren met duurzamer materialen in de plaats; er werd dan gebruik gemaakt van staalplaten of koperplaten met een gestaald oppervlak."
"98312","diepdrukprocedé",""
"98313","reliëfdruk (prent)","Prenten, waarbij de lijnen en vlakken die afgedrukt zijn hoog liggen in de drukvorm en de witte gedeelten zijn uitgesneden in de drukvorm."
"98314","reliëfdruk (procedé)","Wordt gebruikt voor afdrukprocedés waarbij de niet afdrukkende delen van het blok of de plaat zijn uitgekerfd, gegraveerd of weggeëtst, zodat de afdruk bestaat uit wat er van het oorspronkelijke oppervlak overblijft."
"98315","reliëfdrukprocedé",""
"98316","houtgraveren","Een reliëfprocédé waarbij het ontwerp in de kopse kant van een blok hout is gesneden en van daaraf wordt gedrukt. Dit procédé verschilt van 'houtsnijden (procédé)', de benaming voor een reliëfprocédé waarbij de afgewerkte zijde van een houtblok wordt gebruikt."
"98317","zeefdruk (procedé)","Drukken door inkt of verf door een zeef te duwen waarin een ontwerp is aangebracht door bepaalde gedeelten af te sluiten."
"98318","terminologie","De groep of het geheel aantal woorden dat wordt gebruikt door of bekend is aan een bepaald volk of een groep personen. Kan ook de terminologie van een bepaalde branche of discipline zijn."
"98320","Ploos-van-Amstelets (beeldend werk)","Afdrukken die zijn geproduceerd met behulp van het Ploos-van-Amsteletsprocedé"
"98321","gecontroleerde trefwoordenlijst","Een gecontroleerde trefwoordenlijst is een eenvoudige lijst met termen die gebruikt worden voor terminologiebeheer. Een goed opgebouwde gecontroleerde trefwoordenlijst dient aan de volgende eisen te voldoen: iedere term moet uniek zijn; alle termen moeten tot dezelfde klasse behoren; de betekenis van termen mag elkaar niet overlappen; de termen moeten dezelfde mate van granulariteit/specificiteit bezitten; de termen moeten alfabetisch of in een andere logische volgorde zijn gerangschikt."
"98331","schrift (schrijven)","Wordt gebruikt voor duidelijke vormen of stijlen van geschreven karakters die zijn ontworpen om met de hand te worden vervaardigd."
"98332","notitieboek","Boekjes met blanco pagina's, meestal gelinieerd, voor het maken van aantekeningen, met name door leerlingen en studenten tijdens de les, of voor schrijf- of tekenopgaven."
"98336","documenten naar productieomstandigheden (guideterm)","Woorden die de nadruk leggen op de wijze waarop een document werd geformuleerd, voorbereid of geproduceerd."
"98337","documenten naar functie (guideterm)","Verzamelnaam voor documenten waarvan duidelijk is met welk doel ze zijn opgesteld."
"98338","documenten naar vorm (guideterm)","Hieronder vallen aanduidingen voor documenten waarbij op een of andere manier de nadruk ligt op de lay-out van documenten."
"98339","toespraak (compositie)",""
"98340","spreken in het openbaar","Toespraken houden voor een groep of in een publieke omgeving."
"98341","desktop publishing","Het schrijven, verzamelen en ontwerpen van publicaties met gebruik van microcomputer en tekstverwerking, grafische ontwerpen en software voor het opmaken van pagina's."
"98342","taalverwant begrip",""
"98344","communicatiefunctie",""
"98346","culturele stromingen en opvattingen (guideterm)",""
"98350","naam","Woorden of frasen die de individuele aanduiding zijn waaronder een bepaald persoon of ding bekend staat, waarmee ernaar wordt verwezen of waarmee deze wordt aangesproken."
"98351","begrafenis","Begrafenishandelingen, gewoonlijk maar niet noodzakelijkerwijs met een ceremonieel karakter, de plaatsing ervan in het graf, al dan niet vergezeld van allerlei bijbehorende rituele handelingen."
"98354","uitzending (gebeurtenis)","Transmissies van signalen, gewoonlijk in de vorm van programma’s bestaande uit beeld en/of geluid en openbaar gemaakt door middel van radio of televisie."
"98355","materialen naar functie (guideterm)",""
"98356","materialen naar vorm (guideterm)",""
"98357","misdaad (gebeurtenis)",""
"98358","privégebeurtenis",""
"98359","culturele gebeurtenis",""
"98361","Pinksteren","Christelijke feestdag die op de zevende zondag na Pasen valt, waarop het voorval herdacht wordt dat beschreven is in Handelingen 2, toen de Heilige Geest neergedaald zou zijn op de discipelen tijdens het joodse pinksterfeest (Shavuot)."
"98366","fabriek (organisatie)","Bedrijven, instellingen of andere administratieve organisaties die het proces van goederen maken regelen, met name dergelijke instellingen na de Industriële Revolutie van het midden van de 19e eeuw. Vaak maken ze gebruik van mechanische productiemethoden en werken ze niet alleen met de hand. Moderne fabrieken organiseren hun activiteiten zodanig dat productie op grote schaal mogelijk is, meestal met machines die door elektriciteit worden aangedreven. Gebruik 'manufacturen' voor organisaties die met de hand dingen maakten."
"98367","verpakkingsmateriaal","Te gebruiken voor materiaal waarmee voorwerpen worden beschermd of ondersteund zodat ze veilig kunnen worden vervoerd of opgeborgen. Gebruik 'produktverpakkingen' voor verpakkingsmateriaal dat is voorzien van informatie over het product."
"98368","historische, theoretische en kritische begrippen (guideterm)",""
"98369","begrippen met betrekking tot het creatieve proces (guideterm)",""
"98370","creativiteit",""
"98371","formeel begrip (artistiek begrip)",""
"98373","illusionisme","Het gebruik van beeldende technieken, zoals perspectief en verkorting, om het oog te doen geloven dat het afgebeelde echt is."
"98376","ontwikkeling","Het veranderen van menselijke activiteiten, gebruiken of nederzettingen door de tijd heen, meestal in de zin van verbetering of uitbreiding."
"98381","houtkap",""
"98382","vervoer","Het proces of de handeling waarbij iets naar elders wordt overgebracht."
"98386","varen (activiteit)",""
"98387","bos- en natuuractiviteiten (guideterm)",""
"98388","seks (persoonlijke activiteit)",""
"98389","fondsen werven","Het bijeenbrengen van geld voor niet-persoonlijke, niet commerciële doeleinden, zoals bijvoorbeeld non-profit organisaties of politieke aangelegenheden."
"98393","titel (algemeen, naam)",""
"98397","vezel","Material comprising long, thin filaments with a length at least 100 times their diameter; characterized by flexibility. Fiber is used to make thread, cordage, textiles, paper, mats, and as fillers and strengtheners in composite materials."
"98399","kleurmiddel","Een substantie die materialen kan kleuren of die gebruikt wordt om materialen te kleuren."
"98400","materialen naar samenstelling (guideterm)",""
"98401","combinatie anorganisch/organisch materiaal",""
"98402","krijt (materiaal)","Een fijnkorrelige kalksteen of zachte, aarde-achtige vorm van calciumcarbonaat die voornamelijk wordt gebruikt in stopverf, kleurkrijten, verf, rubberproducten en linoleum. Verder wordt het ook gebruikt als pigment en schuurmiddel."
"98403","materialen naar eigenschap (guideterm)",""
"98404","ruwe (half)edelsteen","Een edel- of halfedelsteen die kan worden gesneden, gepolijst of op een andere manier worden bewerkt en als juweel gebruikt; te onderscheiden van 'gemmen' die worden gemaakt van bewerkte halfedelstenen of ander materiaal zoals parel."
"98405","kaderlijn",""
"98407","orgaan","Een groep cellen en weefsels in een lichaam die een kenmerkende structuur vormen voor de uitvoering van een specifieke functie."
"98408","biologische component",""
"98409","plantonderdeel",""
"98410","ei (materiaal)","Materiaal afgeleid van eieren, dat in de context van kunstmaterialen meestal de ellipsoïde schil en embryonale inhoud geproduceerd door vogels is. Voor schilderijen wordt de ei-inhoud gebruikt als een temperamedium. Het hele ei, dooier of wit kan soms worden gemengd met olie en / of hars. De eigeel is een stabiele emulsie van een waterige vloeistof met een olieachtig, proteïneachtig medium dat snel in een harde, onoplosbare film droogt. Eiwit werd gebruikt als medium voor verluchte manuscripten. Het wordt ook gebruikt als maat voor het bevestigen van bladgoud. Albumen is de kleefstof van eiwit. Als pure film is het albumine helder, broos en oplosbaar in water. De oplosbaarheid in water kan worden verlaagd door te verwarmen of tannine toe te voegen. Voor de buitenzijde van een vogelei bestaande uit de brosse schaal van keratine en calciet, gebruik ""eischaal (dierlijk materiaal)."""
